People,Lat,Lon,nearest_ppv
129,2.97721324,101.7307617,92
130,2.992786114,101.6883771,40
131,2.881737304,101.5987101,44
132,3.009418403,101.6181987,19
133,2.978416475,101.7177997,40
134,3.035264983,101.6818647,40
135,3.034933366,101.6267909,5
136,2.901990546,101.616453,44
137,2.972062516,101.699498,40
138,3.014636774,101.6661926,70
139,2.996667897,101.6515025,70
140,3.034037205,101.6327202,5
141,3.010669233,101.73831,39
142,2.978758231,101.7153417,40
143,3.039372752,101.6197882,5
144,2.929835622,101.7073418,58
145,3.010899558,101.6973961,40
146,2.983105944,101.6114622,19
147,2.946602676,101.6230292,31
148,2.942971318,101.6731771,40
149,2.975063683,101.746341,92
150,2.927397317,101.6969178,0
151,2.909785347,101.652984,44
152,2.997767507,101.6603938,70
153,3.032314057,101.6141894,19
154,2.923547184,101.6816121,0
155,2.884134062,101.7033882,0
156,2.928684728,101.674537,0
157,3.026694146,101.7241569,40
158,2.91594653,101.7374146,58
159,3.017126162,101.6495407,2
160,3.001163973,101.717134,40
161,2.995048552,101.7500711,92
162,2.915622056,101.681886,0
163,2.913832492,101.6951365,0
164,2.996171812,101.7271207,40
165,2.93672645,101.6033538,31
166,2.954874708,101.7132667,58
167,2.878854903,101.6031464,44
168,2.911651604,101.7491461,58
169,2.994738181,101.6467964,2
170,3.006093273,101.6934385,40
171,2.920589705,101.6594406,0
172,2.977445838,101.7134897,40
173,2.960433093,101.7144501,58
174,2.927112725,101.6807126,0
175,2.947154435,101.6737978,40
176,3.017586624,101.6471912,2
177,2.927125114,101.6375998,44
178,2.881923078,101.7416629,0
179,2.951779094,101.7454661,58
180,2.988030477,101.6224816,19
181,3.024117532,101.6925399,40
182,3.031350882,101.6425329,2
183,2.918596875,101.708773,0
184,2.943027423,101.7496279,58
185,2.853779199,101.7298622,97
186,3.000612268,101.649109,2
187,3.007935945,101.6946998,40
188,2.919637139,101.6936219,0
189,2.942860786,101.6608016,70
190,2.868459441,101.5916204,44
191,2.9857583,101.7137673,40
192,2.981687248,101.6701033,40
193,2.967882413,101.715602,58
194,2.931514804,101.7087037,58
195,2.94708972,101.6434785,31
196,3.039878874,101.6499552,5
197,2.918660463,101.6578561,0
198,2.852855094,101.721423,97
199,3.031423263,101.634864,2
200,2.931551187,101.682398,0
201,2.939795079,101.7494291,58
202,2.953652425,101.7028847,58
203,3.026992802,101.6506095,2
204,2.929773885,101.6384493,44
205,2.909057756,101.6733749,0
206,2.999084921,101.6178696,19
207,2.930042876,101.656711,44
208,2.944208252,101.6350231,31
209,2.936318912,101.6332905,44
210,2.97280959,101.749442,92
211,2.906448898,101.605984,44
212,2.972303305,101.6609653,70
213,2.887964057,101.6813445,0
214,3.016600624,101.6488364,2
215,3.040146679,101.6561817,5
216,2.853263057,101.7172332,97
217,2.982497809,101.7000183,40
218,3.037807612,101.6255803,5
219,2.864633455,101.7203035,97
220,2.868027168,101.6721663,0
221,2.86762724,101.712386,0
222,2.931149555,101.6797682,0
223,2.902697088,101.6085445,44
224,3.018801693,101.7187383,40
225,3.029531599,101.6774188,70
226,2.964474163,101.5995575,31
227,2.918761291,101.6842404,0
228,2.984004263,101.74768,92
229,3.018900506,101.596041,19
230,2.855982151,101.690804,0
231,2.964734634,101.6461613,2
232,3.018583467,101.7016385,40
233,2.870148436,101.7409596,97
234,2.955091104,101.6918996,40
235,2.926267551,101.7228885,58
236,2.91187176,101.7167173,0
237,2.859298677,101.640118,0
238,2.881856169,101.7043248,0
239,2.861955331,101.6209718,44
240,2.903729422,101.5998931,44
241,3.000205649,101.6297538,19
242,2.993714258,101.724735,40
243,2.999957292,101.5943559,71
244,2.969056364,101.613797,31
245,3.01807737,101.6457252,2
246,2.973496062,101.7117477,40
247,2.896547512,101.6302553,44
248,2.950245894,101.7281474,58
249,3.034422663,101.6744994,70
250,2.865329582,101.7085056,0
251,2.919960895,101.6701045,0
252,2.986154219,101.6915854,40
253,3.000291387,101.678341,40
254,3.022255803,101.6463081,2
255,3.034297615,101.7483367,15
256,2.852812001,101.645511,0
257,2.893567657,101.7015204,0
258,2.861959069,101.7087649,97
259,2.876703113,101.6313304,44
260,3.022991486,101.7490962,39
261,2.871805422,101.6985374,0
262,3.005454333,101.6981819,40
263,3.032165398,101.6169176,19
264,2.891997332,101.6500207,0
265,2.913476497,101.671679,0
266,2.868449189,101.6681937,0
267,2.913496792,101.7414601,58
268,2.925160623,101.5906561,44
269,2.978908946,101.7365395,92
270,2.996976016,101.6324581,19
271,2.915336283,101.7124433,0
272,2.985354169,101.7109801,40
273,2.97567985,101.6096181,19
274,3.026039048,101.7070505,40
275,2.957157154,101.7096888,58
276,2.873535029,101.6744451,0
277,2.867669386,101.5924901,44
278,2.903071759,101.7476277,58
279,2.853301016,101.7207178,97
280,3.009559414,101.6001754,19
281,2.978005977,101.6482489,2
282,3.040607234,101.5918798,19
283,2.896422963,101.6979917,0
284,3.022041783,101.7151369,40
285,3.00891087,101.6060044,19
286,2.972159609,101.7420479,92
287,2.879096218,101.5905591,44
288,3.014996777,101.7154783,40
289,2.888170157,101.680228,0
290,3.03153971,101.7478428,15
291,3.029941007,101.6717711,70
292,2.98272611,101.6249445,19
293,2.991668001,101.6757427,40
294,2.856845527,101.7296838,97
295,2.87528192,101.7403445,97
296,3.003108379,101.658185,70
297,2.897705393,101.7113779,0
298,2.926946326,101.6880196,0
299,3.03666181,101.5893616,19
300,2.970677177,101.7377509,92
301,2.880798942,101.6054776,44
302,2.877452487,101.6941554,0
303,2.978959813,101.6637236,70
304,3.008962456,101.7131195,40
305,3.012592479,101.7405272,39
306,2.951923636,101.6334548,31
307,2.893573621,101.6053051,44
308,2.943558574,101.5951896,31
309,2.887376103,101.664301,0
310,3.034343755,101.6120146,19
311,2.865028828,101.7490608,97
312,2.944110246,101.7049005,58
313,2.914787234,101.6814018,0
314,2.979466351,101.6384896,19
315,3.027828201,101.6239983,19
316,2.973022756,101.6768233,40
317,3.020319212,101.7203794,40
318,3.040063862,101.6526347,5
319,2.944897112,101.6866308,40
320,2.974683042,101.7372169,92
321,3.004263603,101.6034824,19
322,2.892519149,101.6543547,0
323,3.015591654,101.6058331,19
324,2.880167738,101.7272014,0
325,2.981254372,101.668376,70
326,3.023871413,101.6394204,2
327,3.007104096,101.7373465,39
328,2.996389272,101.663493,70
329,3.025039755,101.7165756,40
330,2.886313176,101.633615,44
331,2.938223129,101.613756,31
332,2.971742903,101.7495404,92
333,2.869511241,101.6590486,0
334,2.973918357,101.6133928,19
335,2.91830964,101.6771894,0
336,2.890742574,101.6761545,0
337,2.99891811,101.7352239,92
338,2.884879381,101.6061915,44
339,2.987574883,101.6467079,2
340,2.966374535,101.6797588,40
341,3.020196108,101.6617605,70
342,2.886750404,101.6562651,0
343,2.996265186,101.7055231,40
344,3.009615261,101.6478536,2
345,2.885780902,101.6445113,44
346,2.985066068,101.617872,19
347,2.989296797,101.7350539,92
348,3.029903908,101.6057947,19
349,2.866478956,101.5954358,44
350,2.974067956,101.5936051,31
351,2.937232882,101.6501819,44
352,2.881628438,101.6432673,44
353,3.040772103,101.6320585,5
354,2.974927384,101.6839268,40
355,3.019528476,101.7354661,39
356,2.946432283,101.7490245,58
357,2.98206842,101.6898792,40
358,2.86630437,101.6496714,0
359,2.917271063,101.7500148,58
360,2.897565314,101.5973863,44
361,2.978435888,101.5999651,71
362,3.018897605,101.5915314,71
363,2.970125291,101.7341666,58
364,2.978259455,101.6461566,2
365,3.021941694,101.733345,15
366,2.876847217,101.6085008,44
367,2.888119349,101.6931036,0
368,2.915467682,101.59866,44
369,3.004376218,101.6994445,40
370,2.911211512,101.7448207,58
371,2.888779769,101.7379035,0
372,3.023381223,101.7262093,40
373,2.936621717,101.7305371,58
374,2.923374128,101.6713558,0
375,2.860338588,101.6475444,0
376,2.901851864,101.6562067,0
377,2.909535034,101.6012947,44
378,2.957194375,101.7441271,58
379,2.859839096,101.7130997,97
380,3.018383838,101.6677846,70
381,2.930630004,101.6409473,44
382,3.03704516,101.7189039,40
383,2.900798874,101.7368666,0
384,3.035129749,101.7251019,15
385,2.857788449,101.605254,44
386,2.856380198,101.744591,97
387,3.038556999,101.6758005,70
388,2.887579305,101.6671597,0
389,2.949340481,101.6059256,31
390,2.968310557,101.653292,70
391,2.853898348,101.7157358,97
392,2.963871677,101.7470637,58
393,3.010950481,101.6060092,19
394,2.970834941,101.6722418,40
395,3.007983689,101.5934174,71
396,2.940033881,101.6685197,40
397,3.014764956,101.6987857,40
398,2.898205023,101.6389865,44
399,2.987638663,101.6444598,2
400,2.953148449,101.6049984,31
401,2.985383256,101.7425895,92
402,2.940407636,101.6046693,31
403,2.996403733,101.6444388,2
404,2.915328046,101.5948912,44
405,2.870081393,101.6874463,0
406,2.875987231,101.7026556,0
407,2.930914638,101.6229733,44
408,2.868632535,101.64614,0
409,3.02345679,101.6545766,70
410,2.918882855,101.6506536,44
411,3.024723532,101.6761624,70
412,3.039532312,101.6176341,19
413,2.886566021,101.6211526,44
414,2.878315732,101.6179973,44
415,2.915111492,101.689898,0
416,2.861843959,101.6502758,0
417,2.938994451,101.745111,58
418,2.963536491,101.6153387,31
419,2.852655812,101.6965275,97
420,3.031696411,101.6619642,70
421,2.96396136,101.7097669,58
422,2.871426879,101.6253119,44
423,3.038597297,101.6037548,19
424,3.009282457,101.7094947,40
425,2.896184819,101.7442428,58
426,2.935353512,101.7418835,58
427,2.884015916,101.5906055,44
428,2.970029989,101.6219079,19
429,3.017430424,101.6903747,40
430,3.029842967,101.7016172,40
431,2.980437847,101.7042611,40
432,2.932959337,101.7459578,58
433,2.991543827,101.7404152,92
434,2.942067264,101.7471397,58
435,2.941415154,101.6021937,31
436,2.99090228,101.6577694,70
437,2.932019972,101.6195279,44
438,2.887155013,101.6146389,44
439,2.938719516,101.7096306,58
440,2.97659957,101.7282906,92
441,2.995318908,101.732691,92
442,2.900297057,101.6449088,44
443,3.019799389,101.7481889,39
444,3.022354345,101.7471888,39
445,3.002102016,101.7122562,40
446,3.011936227,101.7356535,39
447,2.991489692,101.6328887,19
448,3.02130207,101.7057022,40
449,2.99908324,101.6839961,40
450,2.853248265,101.732177,97
451,3.032321306,101.5953876,19
452,2.948071995,101.7035834,58
453,2.955545885,101.6066999,31
454,3.029972767,101.707878,40
455,2.992559764,101.7083589,40
456,2.960744512,101.6701748,40
457,2.911851163,101.6571593,0
458,2.949115013,101.6745425,40
459,3.002446797,101.6270762,19
460,2.9739613,101.7421948,92
461,2.903108903,101.6270434,44
462,2.925695799,101.6723885,0
463,2.858662907,101.6738521,0
464,2.987486095,101.6167481,19
465,2.960290696,101.6661696,40
466,2.866832402,101.7266399,97
467,2.883768099,101.6275751,44
468,2.988982254,101.6213045,19
469,2.932614956,101.6235175,44
470,2.883530118,101.6935252,0
471,2.932909094,101.5934723,31
472,2.867148558,101.7311451,97
473,3.021855792,101.66091,70
474,3.013997447,101.6142806,19
475,2.865304887,101.6023175,44
476,2.897313183,101.6708251,0
477,2.939166995,101.5908393,31
478,2.853241382,101.7464537,97
479,3.025100567,101.6431389,2
480,2.890692948,101.6656269,0
481,2.970157619,101.7046386,40
482,2.868119957,101.6908338,0
483,2.898827888,101.6335828,44
484,2.867769407,101.7105823,0
485,2.958907878,101.6500222,70
486,3.033820917,101.7350467,15
487,3.010363457,101.6555651,70
488,3.025630583,101.6082919,19
489,2.912383296,101.6004048,44
490,2.872718598,101.6891184,0
491,3.018389941,101.6070461,19
492,3.005012822,101.7280127,40
493,2.992410039,101.6784995,40
494,3.020411663,101.5959947,19
495,2.89244862,101.5992441,44
496,2.947599927,101.6359673,31
497,2.88864608,101.6616828,0
498,2.859971551,101.6047279,44
499,2.938380629,101.6899481,58
500,2.956898956,101.6642136,70
501,3.024127626,101.704506,40
502,3.017809041,101.6779553,40
503,2.885860734,101.6999796,0
504,2.925174165,101.6639877,0
505,3.008008653,101.6183339,19
506,2.996733244,101.7103871,40
507,2.96542599,101.6921939,40
508,3.026335933,101.743721,39
509,2.884333828,101.6753912,0
510,2.947367065,101.6119668,31
511,2.903085059,101.6820882,0
512,2.991222807,101.6243769,19
513,2.926530764,101.6988241,0
514,2.902723654,101.6555123,0
515,2.961907685,101.724779,58
516,2.87565725,101.6494249,0
517,2.984931784,101.6380638,19
518,2.957757826,101.6161137,31
519,2.938127346,101.7447136,58
520,2.984901409,101.6473237,2
521,2.99374464,101.6582273,70
522,3.001880351,101.7438556,92
523,2.982574631,101.6148985,19
524,2.936863357,101.6192538,44
525,2.949826757,101.725235,58
526,2.996129901,101.6091867,19
527,2.934827739,101.7485334,58
528,2.935770207,101.6640398,0
529,3.02087283,101.6009575,19
530,2.971338562,101.6146476,19
531,3.030366006,101.6822803,40
532,2.926652904,101.7335967,58
533,2.882149323,101.7325822,0
534,2.925245134,101.6251494,44
535,3.007586133,101.6459404,2
536,2.986029439,101.7302518,92
537,2.931825683,101.7014683,58
538,2.980691812,101.596972,71
539,3.006279439,101.668629,70
540,2.905939933,101.7075255,0
541,2.955174021,101.6049445,31
542,3.000652774,101.6591312,70
543,2.898392031,101.7355939,0
544,2.88050244,101.6463788,0
545,2.936421509,101.5980095,31
546,2.875644235,101.6404529,44
547,3.005056588,101.604307,19
548,2.994990346,101.632619,19
549,2.867248407,101.6689747,0
550,2.85446984,101.6317944,44
551,3.018487568,101.7517093,39
552,2.857997498,101.6821464,0
553,2.950562171,101.6490343,70
554,3.016679228,101.7494842,39
555,2.853725227,101.6254565,44
556,2.962390072,101.6776964,40
557,2.974258762,101.63114,19
558,2.944636145,101.6395354,31
559,2.906365606,101.5984627,44
560,2.929689976,101.7119274,58
561,3.000318536,101.7055164,40
562,2.909719305,101.7466325,58
563,3.03480803,101.7195245,40
564,2.994093798,101.6326917,19
565,2.998546727,101.7088073,40
566,2.924584584,101.6006695,44
567,2.991420469,101.7452768,92
568,2.89868802,101.6680806,0
569,2.874254079,101.6946783,0
570,2.905850879,101.6675716,0
571,2.948515221,101.654799,70
572,2.982202331,101.6378381,19
573,2.854602217,101.6473434,0
574,2.988047046,101.5941807,71
575,3.026781665,101.6097829,19
576,2.887516599,101.638754,44
577,2.935045154,101.6928792,58
578,3.024784251,101.7015115,40
579,3.002175217,101.6735819,70
580,2.946188,101.6777643,40
581,2.932157175,101.6060433,44
582,2.985209041,101.6086912,19
583,2.859460254,101.705841,97
584,2.86231868,101.5980102,44
585,2.92603289,101.699706,0
586,2.937281434,101.7362413,58
587,2.861426292,101.7011526,0
588,2.927666827,101.6774176,0
589,2.885752484,101.610338,44
590,3.006195156,101.608154,19
591,2.989605204,101.7165581,40
592,3.028286433,101.6282315,2
593,2.955071254,101.7194792,58
594,3.003409553,101.6625409,70
595,2.993077433,101.6111051,19
596,2.906555496,101.6535824,0
597,2.94185324,101.5947196,31
598,2.932346309,101.6199519,44
599,2.884702982,101.6278694,44
600,3.001950365,101.5897536,71
601,2.927552735,101.680835,0
602,2.952073515,101.6110617,31
603,3.008046844,101.6553427,70
604,2.870881161,101.7363061,97
605,2.905034801,101.6038403,44
606,2.864510241,101.5922264,44
607,3.017696872,101.7003313,40
608,2.887177055,101.6169048,44
609,2.86390465,101.7245803,97
610,2.984025448,101.7156334,40
611,2.92762069,101.6199967,44
612,2.937276745,101.6923288,58
613,2.94609995,101.6638859,40
614,2.910204431,101.716947,0
615,3.026924185,101.7048685,40
616,3.019404067,101.6779398,40
617,2.951346807,101.7350906,58
618,2.936084723,101.6880865,58
619,2.986816502,101.7446261,92
620,2.880473802,101.6704399,0
621,2.986308729,101.7247992,92
622,2.86562242,101.7441221,97
623,3.0162684,101.6163567,19
624,3.039625615,101.6024607,19
625,2.895919003,101.5996587,44
626,2.857417964,101.6812438,0
627,2.854469317,101.7459858,97
628,2.891747291,101.5909778,44
629,2.902391899,101.7180274,0
630,2.917343214,101.697346,0
631,2.994014443,101.598544,71
632,3.025417375,101.7397475,15
633,3.001469942,101.6362054,2
634,3.015715381,101.7009766,40
635,2.885784187,101.7019023,0
636,2.904750723,101.6866141,0
637,2.993541675,101.6083235,19
638,2.903377528,101.6865413,0
639,2.979645954,101.6172389,19
640,2.891060061,101.6250331,44
641,2.944341801,101.6018518,31
642,3.018133286,101.6408375,2
643,2.950414799,101.7029763,58
644,3.009162977,101.6743285,70
645,2.860386816,101.7181742,97
646,2.950184493,101.6753658,40
647,2.86119631,101.6081796,44
648,2.959502553,101.6750767,40
649,2.953267721,101.6615218,70
650,3.036308721,101.6430587,5
651,2.966868418,101.6966781,40
652,2.9026533,101.6976111,0
653,2.905096234,101.6269477,44
654,2.888339142,101.6255436,44
655,3.023272565,101.637213,2
656,3.001137618,101.7159581,40
657,2.943019804,101.7126703,58
658,2.94576165,101.6683251,40
659,3.0082676,101.6209783,19
660,2.911052328,101.7335546,58
661,2.90015731,101.646521,44
662,2.955574779,101.7294133,58
663,3.034000022,101.6534893,5
664,2.976690182,101.6041565,71
665,3.021742947,101.6220226,19
666,2.976487341,101.5955528,31
667,3.040756532,101.7137627,40
668,3.020222967,101.6515894,2
669,2.991468654,101.7417283,92
670,2.875468334,101.6464501,0
671,2.881552394,101.6084883,44
672,2.873916767,101.6776021,0
673,2.955877303,101.6823674,40
674,3.02646551,101.6475616,2
675,3.024935684,101.7312633,15
676,3.016527232,101.6113968,19
677,3.026692427,101.6132898,19
678,2.884744574,101.7292141,0
679,2.940098468,101.6574139,44
680,2.93867542,101.7226498,58
681,2.948150413,101.6373475,31
682,2.856888231,101.6273905,44
683,2.977591359,101.6326473,19
684,3.009491428,101.7388096,39
685,2.984044596,101.6114736,19
686,2.855979417,101.6026684,44
687,2.95990173,101.6255422,31
688,2.860812812,101.6093548,44
689,2.880416945,101.7462581,97
690,2.993763697,101.6595776,70
691,2.853550995,101.6355196,44
692,2.897370935,101.6327574,44
693,2.856269279,101.6684526,0
694,2.982003419,101.6366413,19
695,2.862527391,101.6589825,0
696,2.980930194,101.744224,92
697,3.01788455,101.6800901,40
698,2.949318614,101.6537103,70
699,2.884631397,101.7379681,0
700,2.923205594,101.7199354,58
701,2.921358585,101.7313808,58
702,2.988324711,101.7140449,40
703,3.036744352,101.6372913,5
704,2.853280587,101.6874979,97
705,3.015968613,101.7023247,40
706,3.021007528,101.6700927,70
707,2.983718486,101.5927597,71
708,2.969786002,101.688269,40
709,2.880317805,101.6183261,44
710,2.892124312,101.743381,0
711,2.916308878,101.6048812,44
712,2.883922616,101.7415127,0
713,2.973274763,101.6360093,19
714,2.932162234,101.6095011,44
715,2.880020682,101.6189021,44
716,2.980985585,101.6744705,40
717,2.91432622,101.6056059,44
718,2.86935438,101.702413,0
719,2.875442044,101.7077946,0
720,3.026890712,101.6225024,19
721,3.022959227,101.744212,39
722,2.958462215,101.6327814,19
723,2.922591803,101.6529955,44
724,2.966790154,101.6136594,31
725,2.939150439,101.6383094,44
726,3.007353861,101.6329934,19
727,2.852274249,101.6669335,0
728,2.878881901,101.6944967,0
729,2.890827059,101.6254283,44
730,2.995856873,101.6342538,19
731,2.932800723,101.6255452,44
732,3.02527588,101.7097844,40
733,2.973445084,101.6793195,40
734,2.906802669,101.7401502,58
735,2.973062739,101.6547606,70
736,2.8595218,101.7185104,97
737,2.961713586,101.6038686,31
738,2.926879059,101.613899,44
739,2.90110391,101.6460403,44
740,2.97740968,101.6763167,40
741,2.877982934,101.7077697,0
742,2.947281007,101.6004635,31
743,2.984554687,101.6283559,19
744,2.896762281,101.6040215,44
745,3.018703671,101.7128476,40
746,2.96642672,101.6726944,40
747,2.887972388,101.6992636,0
748,2.99980204,101.6601598,70
749,2.954967415,101.7492627,58
750,3.029812498,101.6093886,19
751,3.025691783,101.674156,70
752,2.858892363,101.619086,44
753,2.947858454,101.6649843,40
754,2.945139425,101.7267338,58
755,3.028220123,101.654366,70
756,2.886803963,101.6774592,0
757,2.925695275,101.5960995,44
758,2.901006061,101.7415926,58
759,2.875447082,101.72118,0
760,2.983133778,101.6478248,2
761,2.896670372,101.6253731,44
762,2.922926581,101.6905496,0
763,2.904031344,101.5936115,44
764,2.971795746,101.7084883,40
765,2.986345483,101.6316056,19
766,2.860085376,101.6289742,44
767,2.851179292,101.7367324,97
768,2.877604646,101.6173116,44
769,2.943865599,101.6687601,40
770,2.921391524,101.7008928,0
771,2.890441162,101.7150239,0
772,2.883095219,101.6775089,0
773,3.0368564,101.7178841,40
774,3.025609264,101.7463884,39
775,2.980304674,101.64458,2
776,2.901308871,101.7028525,0
777,2.923271025,101.6867483,0
778,2.951524868,101.7033262,58
779,2.97814203,101.6191203,19
780,2.976672886,101.6045659,71
781,2.936075326,101.6201496,44
782,3.004681359,101.6945095,40
783,3.009464404,101.6189833,19
784,2.988427064,101.6007113,71
785,2.899704837,101.6000647,44
786,2.955245688,101.636791,19
787,2.909806435,101.7429121,58
788,3.036131867,101.6026192,19
789,3.018256961,101.6128941,19
790,2.909469026,101.6713236,0
791,2.919664092,101.6891162,0
792,2.859041885,101.6568882,0
793,2.970082061,101.6930626,40
794,2.929894364,101.7310446,58
795,2.878452109,101.6142111,44
796,3.008084683,101.6750893,40
797,3.030521631,101.6426266,2
798,2.934612758,101.693368,58
799,2.961733828,101.6900872,40
800,2.972804599,101.674655,40
801,2.944286601,101.7060913,58
802,3.000333789,101.7243483,40
803,2.926512372,101.7055074,58
804,2.93092423,101.7293472,58
805,2.908266724,101.6751808,0
806,2.863753221,101.662308,0
807,2.966513336,101.746395,58
808,2.855694693,101.687056,0
809,2.974430459,101.5924385,31
810,2.857150984,101.6980336,97
811,2.911583492,101.7423751,58
812,3.003235578,101.6041311,19
813,2.871063969,101.6146886,44
814,2.908241029,101.7038732,0
815,2.931546345,101.5933973,31
816,3.022431585,101.5892216,71
817,2.851182641,101.7100096,97
818,2.860813619,101.7422502,97
819,2.942550396,101.6628585,40
820,2.938292586,101.7119396,58
821,2.85320223,101.7006936,97
822,3.02431651,101.6188019,19
823,2.919379746,101.6510895,44
824,2.923280999,101.6314857,44
825,2.949839578,101.7295674,58
826,2.907045528,101.6992805,0
827,2.938081046,101.7160313,58
828,2.852262827,101.7373922,97
829,2.968164298,101.6069728,31
830,2.968740265,101.7220655,58
831,2.986537354,101.6374169,19
832,2.928720554,101.6668809,0
833,2.912114598,101.7400024,58
834,3.000677657,101.6424498,2
835,3.022067676,101.6893917,40
836,2.935370956,101.6038037,31
837,2.962998975,101.6152057,31
838,2.981304678,101.747019,92
839,3.003331126,101.7076765,40
840,3.000108456,101.5934425,71
841,2.968093065,101.6855933,40
842,2.940643908,101.6847084,58
843,2.895987608,101.7280693,0
844,2.895759018,101.6702218,0
845,2.933974596,101.7352303,58
846,2.974729368,101.60364,31
847,3.007236411,101.6221361,19
848,2.885966655,101.7315024,0
849,2.961812831,101.6329539,19
850,2.902867885,101.7352271,58
851,2.914932228,101.6402334,44
852,3.002767131,101.6946339,40
853,3.040805446,101.7318726,15
854,3.010637112,101.7209722,40
855,3.026481793,101.6114041,19
856,3.023702744,101.6655608,70
857,2.924146948,101.6464183,44
858,2.858074925,101.701297,97
859,2.957625354,101.6574885,70
860,2.955622045,101.7297488,58
861,2.948473664,101.7227641,58
862,2.877938818,101.6887227,0
863,3.002391911,101.7217357,40
864,2.933381817,101.6779826,0
865,2.904704115,101.6501738,44
866,2.897481605,101.6451438,44
867,3.039907657,101.7096588,40
868,2.938299271,101.6638159,0
869,2.924729053,101.6489626,44
870,3.02329715,101.6217628,19
871,2.940784086,101.6018506,31
872,2.967884752,101.6197853,19
873,2.915915089,101.6578644,0
874,2.900569264,101.6028346,44
875,2.958755237,101.7414967,58
876,2.935745523,101.7050742,58
877,2.906034618,101.6271235,44
